DATE,TIME,COLONY,LOCATION,SEX,AGE,CATEGORY,ITEM,SEVERITY,ACTION,OUTCOME,EQUIPMENT,NUMBER,NOTE,Year,Month,Severity_Score,Event_Count
9/6/2021,9:23:00,Pelican Point,Outside,Male,Adult,Fishing,Commercial Line,,Rescue Attempt,Failure,-,-,Escape,2021,9,,1
9/6/2021,9:22:00,Pelican Point,Outside,Female,Adult,Fishing,Commercial Line,Slight,Rescue Attempt,Failure,-,-,Escape,2021,9,1,1
9/6/2021,8:57:00,Pelican Point,Point,Female,Adult,Fishing,Commercial Line,Slight,Rescue Attempt,Item Removed,Net,494,-,2021,9,1,1
9/6/2021,8:12:00,Pelican Point,Wreck,Male,Subadult,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,493,-,2021,9,,1
9/6/2021,9:42:00,Pelican Point,Outside,Female,Juvenile,Industrial,Rope,,Rescue Attempt,Item Removed,,495,-,2021,9,,1
9/3/2021,10:52:00,Pelican Point,Lighthouse (N),Male,Subadult,Fishing,Commercial Line,Very Severe,Rescue Attempt,Item Removed,Net,492,-,2021,9,4,1
9/3/2021,9:09:00,Pelican Point,Wreck,Male,Adult,Fishing,Commercial Line,Very Severe,Rescue Attempt,Item Removed,Net,490,-,2021,9,4,1
9/3/2021,8:11:00,Pelican Point,Lighthouse (S),Female,Subadult,Fishing,Commercial Line,Slight,Rescue Attempt,Item Removed,Net,489,-,2021,9,1,1
9/3/2021,10:27:00,Pelican Point,Outside,Male,Adult,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,491,-,2021,9,,1
9/1/2021,10:44:00,Cape Cross,Beach (N),Female,Subadult,Domestic,Plastic Bag,Slight,Sighting,-,-,-,-,2021,9,1,1
9/1/2021,10:06:00,Cape Cross,Parking,Female,Adult,Domestic,Plastic Bag,,Rescue Attempt,Item Removed,Net,480,-,2021,9,,1
9/1/2021,9:14:00,Cape Cross,Beach (S),Male,Pup,Domestic,Plastic Wrap,Slight,Rescue Attempt,Item Removed,Net,470,-,2021,9,1,1
9/1/2021,11:01:00,Cape Cross,Beach (N),Male,Pup,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,Net,487,50% Overgrown,2021,9,3,1
9/1/2021,10:57:00,Cape Cross,Beach (N),Male,Pup,Fishing,Net,Severe,Rescue Attempt,Item Removed,,486,75% Overgrown,2021,9,3,1
9/1/2021,10:50:00,Cape Cross,Beach (N),Male,Pup,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,Net,482,100% Overgrown,2021,9,3,1
9/1/2021,9:55:00,Cape Cross,Parking,Male,Juvenile,Fishing,Commercial Line,Very Severe,Rescue Attempt,Item Removed,,478,#NAME?,2021,9,4,1
9/1/2021,9:32:00,Cape Cross,Beach (S),Female,Pup,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,Net,475,75% Overgrown,2021,9,3,1
9/1/2021,9:30:00,Cape Cross,Beach (S),Female,Pup,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,,473,-,2021,9,3,1
9/1/2021,9:13:00,Cape Cross,Beach (S),Female,Pup,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,,469,-,2021,9,3,1
9/1/2021,7:50:00,Cape Cross,Beach (N),Female,Pup,Fishing,Net,Severe,Rescue Attempt,Item Removed,,465,-,2021,9,3,1
9/1/2021,7:47:00,Cape Cross,Beach (N),Female,Pup,Fishing,Net,Severe,Rescue Attempt,Item Removed,,464,100% Overgrown,2021,9,3,1
9/1/2021,11:08:00,Cape Cross,Beach (N),Male,Pup,Industrial,Packaging Strap,Slight,Rescue Attempt,Item Removed,Net,488,-,2021,9,1,1
9/1/2021,10:56:00,Cape Cross,Beach (N),Male,Pup,Industrial,Rope,Very Severe,Rescue Attempt,Item Removed,Net,485,-,2021,9,4,1
9/1/2021,10:52:00,Cape Cross,Beach (N),Male,Pup,Industrial,Rope,Very Severe,Rescue Attempt,Item Removed,Net,484,-,2021,9,4,1
9/1/2021,10:51:00,Cape Cross,Beach (N),Male,Juvenile,Industrial,Packaging Strap,Slight,Rescue Attempt,Item Removed,,483,-,2021,9,1,1
9/1/2021,10:31:00,Cape Cross,Walkway,Male,Juvenile,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,481,-,2021,9,,1
9/1/2021,10:05:00,Cape Cross,Parking,Male,Pup,Industrial,Packaging Strap,Slight,Rescue Attempt,Item Removed,Net,479,-,2021,9,1,1
9/1/2021,9:54:00,Cape Cross,Parking,Female,Pup,Industrial,Rope,Slight,Rescue Attempt,Item Removed,Net,477,-,2021,9,1,1
9/1/2021,9:33:00,Cape Cross,Beach (S),Male,Pup,Industrial,Packaging Strap,Slight,Rescue Attempt,Item Removed,Net,476,-,2021,9,1,1
9/1/2021,9:31:00,Cape Cross,Beach (S),Female,Pup,Industrial,Rope,Very Severe,Rescue Attempt,Item Removed,Net,474,-,2021,9,4,1
9/1/2021,9:23:00,Cape Cross,Beach (S),Female,Pup,Industrial,Rope,Severe,Rescue Attempt,Item Removed,,472,-,2021,9,3,1
9/1/2021,9:17:00,Cape Cross,Beach (S),Male,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,,471,-,2021,9,,1
9/1/2021,8:20:00,Cape Cross,Walkway,Male,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,468,-,2021,9,,1
9/1/2021,7:52:00,Cape Cross,Beach (N),Female,Pup,Industrial,Rope,Very Severe,Rescue Attempt,Item Removed,Net,467,-,2021,9,4,1
9/1/2021,7:51:00,Cape Cross,Beach (N),Male,Pup,Industrial,Packaging Strap,Very Severe,Rescue Attempt,Item Removed,,466,-,2021,9,4,1
8/30/2021,12:16:00,Pelican Point,Lighthouse (N),Male,Adult,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,463,-,2021,8,,1
8/30/2021,11:33:00,Pelican Point,Outside,Male,Adult,Fishing,Commercial Line,Slight,Sighting,-,-,-,Animal Too Close To The Water,2021,8,1,1
8/30/2021,11:57:00,Pelican Point,Outside,Male,Adult,Industrial,Packaging Strap,Severe,Rescue Attempt,Failure,-,-,Escape,2021,8,3,1
8/30/2021,11:32:00,Pelican Point,Outside,Male,Adult,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,462,-,2021,8,,1
8/26/2021,9:04:00,Pelican Point,Inside,Female,Pup,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,,461,-,2021,8,3,1
8/25/2021,12:17:00,Pelican Point,Inside,Female,Juvenile,Domestic,Plastic Bag,,Rescue Attempt,Item Removed,Net,456,-,2021,8,,1
8/25/2021,10:20:00,Pelican Point,Wreck,Male,Subadult,Domestic,Plastic Wrap,,Rescue Attempt,Item Removed,Net,448,-,2021,8,,1
8/25/2021,12:21:00,Pelican Point,Inside,Male,Juvenile,Fishing,Recreational Line,Slight,Rescue Attempt,Item Removed,Net,460,-,2021,8,1,1
8/25/2021,12:19:00,Pelican Point,Inside,Male,Juvenile,Fishing,Recreational Line,Slight,Rescue Attempt,Item Removed,Net,458,-,2021,8,1,1
8/25/2021,12:14:00,Pelican Point,Inside,Male,Pup,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,453,-,2021,8,,1
8/25/2021,12:13:00,Pelican Point,Inside,Female,Pup,Fishing,Net,,Rescue Attempt,Item Removed,,452,-,2021,8,,1
8/25/2021,11:06:00,Pelican Point,Inside,Male,Pup,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,451,-,2021,8,,1
8/25/2021,10:22:00,Pelican Point,Wreck,Male,Subadult,Fishing,Commercial Line,Slight,Sighting,-,-,-,-,2021,8,1,1
8/25/2021,10:21:00,Pelican Point,Wreck,Male,Pup,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,449,-,2021,8,,1
8/25/2021,12:20:00,Pelican Point,Inside,Female,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,,459,-,2021,8,,1
8/25/2021,12:18:00,Pelican Point,Inside,Female,Pup,Industrial,Other,,Rescue Attempt,Item Dropped,-,457,Electric Cable Insulation,2021,8,,1
8/25/2021,12:16:00,Pelican Point,Inside,Female,Pup,Industrial,Other,,Rescue Attempt,Item Removed,Net,455,Barrier Tape,2021,8,,1
8/25/2021,12:15:00,Pelican Point,Inside,Male,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,454,-,2021,8,,1
8/25/2021,11:05:00,Pelican Point,Inside,Male,Subadult,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,450,-,2021,8,,1
8/23/2021,10:42:00,Pelican Point,Lighthouse (S),Female,Adult,Fishing,Commercial Line,Slight,Rescue Attempt,Item Removed,Net,447,-,2021,8,1,1
8/23/2021,10:00:00,Pelican Point,Outside,Male,Adult,Fishing,Recreational Line,Slight,Sighting,-,-,-,Animal Lost Within The Group,2021,8,1,1
8/23/2021,9:02:00,Pelican Point,Point,Male,Adult,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,446,-,2021,8,,1
8/23/2021,8:31:00,Pelican Point,Inside,Female,Pup,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,,444,-,2021,8,3,1
8/23/2021,8:16:00,Pelican Point,Jetty,Male,Subadult,Fishing,Commercial Line,Slight,Rescue Attempt,Item Removed,Net,443,#NAME?,2021,8,1,1
8/23/2021,9:01:00,Pelican Point,Point,Male,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,,445,-,2021,8,,1
8/23/2021,8:04:00,Pelican Point,Wreck,Female,Pup,Industrial,Packaging Strap,Slight,Sighting,-,-,-,Animal Lost Within The Group,2021,8,1,1
8/20/2021,9:44:00,Cape Cross,Beach (S),Female,Juvenile,Domestic,Plastic Bag,Slight,Rescue Attempt,Item Removed,Net,429,-,2021,8,1,1
8/20/2021,8:25:00,Cape Cross,Walkway,Female,Pup,Domestic,Plastic Bag,,Rescue Attempt,Item Removed,Net,419,-,2021,8,,1
8/20/2021,11:09:00,Cape Cross,Beach (N),Male,Pup,Fishing,Commercial Line,Slight,Rescue Attempt,Item Removed,Net,441,-,2021,8,1,1
8/20/2021,10:59:00,Cape Cross,Beach (N),Male,Pup,Fishing,Recreational Line,Slight,Rescue Attempt,Item Removed,Net,437,-,2021,8,1,1
8/20/2021,10:20:00,Cape Cross,Parking,Female,Subadult,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,Net,433,-,2021,8,3,1
8/20/2021,10:11:00,Cape Cross,Beach (S),Male,Pup,Fishing,Recreational Line,Very Severe,Rescue Attempt,Item Removed,,432,-,2021,8,4,1
8/20/2021,9:38:00,Cape Cross,Beach (S),Female,Pup,Fishing,Recreational Line,Slight,Rescue Attempt,Item Removed,Net,428,-,2021,8,1,1
8/20/2021,9:26:00,Cape Cross,Beach (S),Male,Juvenile,Fishing,Recreational Line,Very Severe,Rescue Attempt,Item Removed,Net,426,-,2021,8,4,1
8/20/2021,8:41:00,Cape Cross,Parking,Female,Subadult,Fishing,Commercial Line,Severe,Rescue Attempt,Item Removed,Net,422,-,2021,8,3,1
8/20/2021,7:57:00,Cape Cross,Beach (N),Male,Juvenile,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,Net,418,75% Overgrown,2021,8,3,1
8/20/2021,7:53:00,Cape Cross,Beach (N),Male,Pup,Fishing,Recreational Line,Very Severe,Rescue Attempt,Item Removed,Net,414,-,2021,8,4,1
8/20/2021,7:51:00,Cape Cross,Beach (N),Female,Pup,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,Net,412,75% Overgrown,2021,8,3,1
8/20/2021,11:19:00,Cape Cross,Beach (N),Female,Pup,Industrial,Rope,Slight,Rescue Attempt,Item Removed,,442,-,2021,8,1,1
8/20/2021,11:08:00,Cape Cross,Beach (N),Male,Juvenile,Industrial,Packaging Strap,Severe,Rescue Attempt,Item Removed,Net,440,-,2021,8,3,1
8/20/2021,11:07:00,Cape Cross,Beach (N),Female,Pup,Industrial,Packaging Strap,Severe,Rescue Attempt,Item Removed,Net,439,-,2021,8,3,1
8/20/2021,11:06:00,Cape Cross,Beach (N),Male,Pup,Industrial,Packaging Strap,Slight,Rescue Attempt,Item Removed,,438,-,2021,8,1,1
8/20/2021,10:58:00,Cape Cross,Beach (N),Female,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,436,-,2021,8,,1
8/20/2021,10:52:00,Cape Cross,Beach (N),Male,Pup,Industrial,Rope,Very Severe,Rescue Attempt,Item Removed,Net,435,-,2021,8,4,1
8/20/2021,10:48:00,Cape Cross,Beach (N),Male,Juvenile,Industrial,Other,Slight,Rescue Attempt,Item Removed,Net,434,Cargo Net,2021,8,1,1
8/20/2021,9:54:00,Cape Cross,Beach (S),Male,Pup,Industrial,Packaging Strap,Very Severe,Rescue Attempt,Item Removed,Net,431,-,2021,8,4,1
8/20/2021,9:53:00,Cape Cross,Beach (S),Female,Pup,Industrial,Rope,Slight,Rescue Attempt,Item Removed,Net,430,-,2021,8,1,1
8/20/2021,9:33:00,Cape Cross,Beach (S),Female,Adult,Industrial,Rope,Very Severe,Rescue Attempt,Item Removed,Net,427,-,2021,8,4,1
8/20/2021,8:56:00,Cape Cross,Parking,Female,Pup,Industrial,Packaging Strap,Slight,Rescue Attempt,Item Removed,Net,425,-,2021,8,1,1
8/20/2021,8:55:00,Cape Cross,Parking,Male,Pup,Industrial,Packaging Strap,Slight,Rescue Attempt,Item Removed,Net,424,-,2021,8,1,1
8/20/2021,8:54:00,Cape Cross,Parking,Male,Pup,Industrial,Rope,,Rescue Attempt,Item Removed,,423,-,2021,8,,1
8/20/2021,8:33:00,Cape Cross,Beach (N),Male,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,421,-,2021,8,,1
8/20/2021,8:26:00,Cape Cross,Walkway,Male,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,,420,-,2021,8,,1
8/20/2021,7:56:00,Cape Cross,Beach (N),Male,Pup,Industrial,Packaging Strap,Very Severe,Rescue Attempt,Item Removed,Net,417,-,2021,8,4,1
8/20/2021,7:55:00,Cape Cross,Beach (N),Male,Pup,Industrial,Rope,Very Severe,Rescue Attempt,Item Removed,Net,416,-,2021,8,4,1
8/20/2021,7:54:00,Cape Cross,Beach (N),Male,Pup,Industrial,Packaging Strap,Severe,Rescue Attempt,Item Removed,,415,-,2021,8,3,1
8/20/2021,7:52:00,Cape Cross,Beach (N),Male,Pup,Industrial,Rope,Very Severe,Rescue Attempt,Item Removed,Net,413,-,2021,8,4,1
8/19/2021,12:20:00,Pelican Point,Inside,Male,Pup,Domestic,Plastic Bag,,Sighting,-,-,-,Animal Too Close To The Water,2021,8,,1
8/19/2021,11:33:00,Pelican Point,Outside,Female,Subadult,Fishing,Net,Severe,Rescue Attempt,Item Removed,Net,409,-,2021,8,3,1
8/19/2021,10:00:00,Pelican Point,Wreck,Male,Pup,Fishing,Commercial Line,Slight,Rescue Attempt,Item Removed,Net,408,-,2021,8,1,1
8/19/2021,9:59:00,Pelican Point,Wreck,Female,Pup,Fishing,Net,Severe,Rescue Attempt,Item Removed,Net,407,-,2021,8,3,1
8/19/2021,12:21:00,Pelican Point,Inside,Female,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,411,-,2021,8,,1
8/19/2021,12:19:00,Pelican Point,Inside,Female,Pup,Industrial,Rope,,Rescue Attempt,Failure,-,-,-,2021,8,,1
8/19/2021,12:18:00,Pelican Point,Inside,Male,Pup,Industrial,Packaging Strap,Slight,Sighting,-,-,-,Animal Lost Within The Group,2021,8,1,1
8/19/2021,12:17:00,Pelican Point,Inside,Female,Pup,Industrial,Rope,,Rescue Attempt,Item Removed,Net,410,-,2021,8,,1
8/19/2021,11:44:00,Pelican Point,Inside,Male,Pup,Industrial,Rope,Very Severe,Sighting,-,-,-,Animal Too Close To The Water,2021,8,4,1
8/18/2021,9:38:00,Pelican Point,Inside,Male,Adult,Fishing,Commercial Line,Severe,Rescue Attempt,Failure,-,-,Escape,2021,8,3,1
8/18/2021,9:15:00,Pelican Point,Outside,Female,Pup,Fishing,Recreational Line,,Rescue Attempt,Item Removed,,406,-,2021,8,,1
8/18/2021,8:14:00,Pelican Point,Inside,Female,Juvenile,Fishing,Commercial Line,Severe,Rescue Attempt,Item Removed,Net,405,-,2021,8,3,1
8/18/2021,8:13:00,Pelican Point,Inside,Female,Pup,Industrial,Packaging Strap,Slight,Rescue Attempt,Item Removed,Net,404,-,2021,8,1,1
8/18/2021,8:12:00,Pelican Point,Inside,Male,Pup,Industrial,Rope,,Rescue Attempt,Item Removed,Net,403,-,2021,8,,1
8/16/2021,8:58:00,Pelican Point,Jetty,Female,Juvenile,Domestic,Clothing,,Rescue Attempt,Item Removed,,396,-,2021,8,,1
8/16/2021,11:50:00,Pelican Point,Inside,Male,Pup,Fishing,Commercial Line,,Rescue Attempt,Item Removed,,402,-,2021,8,,1
8/16/2021,11:49:00,Pelican Point,Inside,Male,Pup,Fishing,Recreational Line,,Rescue Attempt,Item Removed,Net,401,-,2021,8,,1
8/16/2021,11:48:00,Pelican Point,Inside,Male,Pup,Fishing,Commercial Line,Very Severe,Rescue Attempt,Item Removed,,400,#NAME?,2021,8,4,1
8/16/2021,10:56:00,Pelican Point,Point,Female,Adult,Fishing,Recreational Line,Severe,Sighting,-,-,-,Animal Too Close To The Water,2021,8,3,1
8/16/2021,10:29:00,Pelican Point,Outside,Female,Juvenile,Fishing,Commercial Line,,Rescue Attempt,Item Removed,,399,#NAME?,2021,8,,1
8/16/2021,10:00:00,Pelican Point,Outside,Female,Adult,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,398,-,2021,8,,1
8/16/2021,9:18:00,Pelican Point,Outside,Female,Subadult,Fishing,Recreational Line,Very Severe,Rescue Attempt,Item Removed,Net,397,-,2021,8,4,1
8/16/2021,11:34:00,Pelican Point,Inside,Male,Pup,Industrial,Packaging Strap,,Sighting,-,-,-,Animal Too Close To The Water,2021,8,,1
8/16/2021,8:36:00,Pelican Point,Wreck,Male,Adult,Industrial,Rope,Severe,Rescue Attempt,Item Removed,Net,395,-,2021,8,3,1
8/15/2021,17:28:00,Other,Langstrand,Male,Adult,Fishing,Commercial Line,Severe,Rescue Attempt,Item Removed,Net,394,-,2021,8,3,1
8/11/2021,13:11:00,Pelican Point,Inside,Female,Pup,Domestic,Clothing,Slight,Rescue Attempt,Item Removed,Net,392,T-shirt Cuff,2021,8,1,1
8/11/2021,12:54:00,Pelican Point,Inside,Male,Pup,Domestic,Plastic Bag,Severe,Rescue Attempt,Item Removed,Net,388,-,2021,8,3,1
8/11/2021,11:21:00,Pelican Point,Inside,Female,Pup,Domestic,Clothing,Slight,Rescue Attempt,Item Removed,Net,379,Hat,2021,8,1,1
8/11/2021,13:10:00,Pelican Point,Inside,Female,Pup,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,Net,391,-,2021,8,3,1
8/11/2021,13:05:00,Pelican Point,Inside,Female,Pup,Fishing,Net,,Rescue Attempt,Item Removed,Net,390,-,2021,8,,1
8/11/2021,13:04:00,Pelican Point,Inside,Male,Pup,Fishing,Commercial Line,Slight,Rescue Attempt,Failure,-,-,Escape,2021,8,1,1
8/11/2021,12:55:00,Pelican Point,Inside,Female,Pup,Fishing,Recreational Line,Very Severe,Rescue Attempt,Item Removed,Net,389,-,2021,8,4,1
8/11/2021,12:53:00,Pelican Point,Inside,Male,Juvenile,Fishing,Commercial Line,Slight,Rescue Attempt,Item Removed,Net,387,-,2021,8,1,1
8/11/2021,12:48:00,Pelican Point,Inside,Female,Juvenile,Fishing,Recreational Line,,Rescue Attempt,Item Removed,Net,386,-,2021,8,,1
8/11/2021,12:47:00,Pelican Point,Inside,Male,Juvenile,Fishing,Commercial Line,Slight,Rescue Attempt,Item Removed,,385,-,2021,8,1,1
8/11/2021,12:46:00,Pelican Point,Inside,Female,Pup,Fishing,Recreational Line,,Rescue Attempt,Item Removed,,384,-,2021,8,,1
8/11/2021,12:40:00,Pelican Point,Inside,Female,Pup,Fishing,Recreational Line,,Sighting,-,-,-,Animal In The Water,2021,8,,1
8/11/2021,11:23:00,Pelican Point,Inside,Male,Juvenile,Fishing,Commercial Line,Severe,Rescue Attempt,Item Removed,Net,381,-,2021,8,3,1
8/11/2021,10:24:00,Pelican Point,Wreck,Female,Pup,Fishing,Recreational Line,Very Severe,Rescue Attempt,Item Removed,,378,-,2021,8,4,1
8/11/2021,10:23:00,Pelican Point,Wreck,Male,Pup,Fishing,Commercial Line,Slight,Rescue Attempt,Item Removed,Net,377,-,2021,8,1,1
8/11/2021,10:22:00,Pelican Point,Wreck,Male,Juvenile,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,376,-,2021,8,,1
8/11/2021,13:21:00,Pelican Point,Inside,Male,Juvenile,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,,393,-,2021,8,,1
8/11/2021,12:14:00,Pelican Point,Point,Female,Pup,Industrial,Rope,Very Severe,Rescue Attempt,Item Removed,,383,-,2021,8,4,1
8/11/2021,12:13:00,Pelican Point,Point,Female,Juvenile,Industrial,Rope,Severe,Rescue Attempt,Item Removed,Net,382,-,2021,8,3,1
8/11/2021,11:22:00,Pelican Point,Inside,Male,Pup,Industrial,Rope,Very Severe,Rescue Attempt,Item Removed,Net,380,-,2021,8,4,1
8/9/2021,10:22:00,Pelican Point,Outside,Male,Juvenile,Domestic,Plastic Wrap,,Rescue Attempt,Failure,-,-,Escape,2021,8,,1
8/9/2021,11:24:00,Pelican Point,Jetty,Male,Juvenile,Fishing,Recreational Line,,Rescue Attempt,Item Removed,Net,374,-,2021,8,,1
8/9/2021,11:07:00,Pelican Point,Jetty,Female,Pup,Fishing,Net,Very Severe,Rescue Attempt,Item Removed,,373,-,2021,8,4,1
8/9/2021,9:18:00,Pelican Point,Point,Male,Subadult,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,Net,372,-,2021,8,3,1
8/9/2021,8:35:00,Pelican Point,Jetty,Male,Juvenile,Fishing,Commercial Line,Slight,Rescue Attempt,Item Removed,,370,-,2021,8,1,1
8/9/2021,11:25:00,Pelican Point,Jetty,Female,Juvenile,Industrial,Other,Slight,Rescue Attempt,Item Removed,,375,Fire Hose,2021,8,1,1
